	A1Huang	A2Du	A2Huang	A2Li	D10Udall	D5Paterson	D5Udall	D5Wang	F1Grover	G2Cai	Goano	Gosto
OG0035033	Ghe12G24550											
OG0035034	Ghe12G26420											
OG0035035	Ghe12G26760											
OG0035036	Ghe12G27740											
OG0035037	Ghe12G29580											
OG0035038	Ghe12G30520											
OG0035039	Ghe12G31330											
OG0035040	Ghe12G31370											
OG0035041	Ghe12G31380											
OG0035042	Ghe12G31830											
OG0035043	Ghe12G31840											
OG0035044	Ghe12G32110											
OG0035045	Ghe12G32710											
OG0035046	Ghe12G32720											
OG0035047	Ghe12G33000											
OG0035048	Ghe12G33540											
OG0035049	Ghe12G33590											
OG0035050	Ghe13G00050											
OG0035051	Ghe13G00470											
OG0035052	Ghe13G02120											
OG0035053	Ghe13G02310											
OG0035054	Ghe13G03350											
OG0035055	Ghe13G03560											
OG0035056	Ghe13G04360											
OG0035057	Ghe13G04710											
OG0035058	Ghe13G06370											
OG0035059	Ghe13G06380											
OG0035060	Ghe13G07680											
OG0035061	Ghe13G08080											
OG0035062	Ghe13G08430											
OG0035063	Ghe13G08580											
OG0035064	Ghe13G08810											
OG0035065	Ghe13G08860											
OG0035066	Ghe13G10120											
OG0035067	Ghe13G10480											
OG0035068	Ghe13G10740											
OG0035069	Ghe13G11190											
OG0035070	Ghe13G11280											
OG0035071	Ghe13G11440											
OG0035072	Ghe13G11970											
OG0035073	Ghe13G12400											
OG0035074	Ghe13G13180											
OG0035075	Ghe13G13340											
OG0035076	Ghe13G13410											
OG0035077	Ghe13G13790											
OG0035078	Ghe13G13840											
OG0035079	Ghe13G13990											
OG0035080	Ghe13G14400											
OG0035081	Ghe13G14940											
OG0035082	Ghe13G16300											
OG0035083	Ghe13G16450											
OG0035084	Ghe13G16880											
OG0035085	Ghe13G17160											
OG0035086	Ghe13G17600											
OG0035087	Ghe13G18130											
OG0035088	Ghe13G19510											
OG0035089	Ghe13G20570											
OG0035090	Ghe13G20580											
OG0035091	Ghe13G21170											
OG0035092	Ghe13G21340											
OG0035093	Ghe13G21350											
OG0035094	Ghe13G21380											
OG0035095	Ghe13G21910											
OG0035096	Ghe13G22350											
OG0035097	Ghe13G23960											
OG0035098	Ghe13G24330											
OG0035099	Ghe13G25150											
OG0035100	Ghe13G25510											
OG0035101	Ghe13G26150											
OG0035102	Ghe13G26290											
OG0035103	Ghe13G27050											
OG0035104	Ghe13G27320											
OG0035105	Ghe13G27580											
OG0035106	Ghe13G28710											
OG0035107	Ghe13G29620											
OG0035108	Ghe13G30360											
OG0035109	GheUnG00190											
OG0035110	GheUnG00470											
OG0035111	GheUnG00480											
OG0035112	GheUnG00490											
OG0035113	GheUnG00500											
OG0035114	GheUnG00510											
OG0035115	GheUnG00520											
OG0035116	GheUnG00530											
OG0035117	GheUnG00540											
OG0035118	GheUnG00550											
OG0035119	GheUnG00560											
OG0035120	GheUnG00570											
OG0035121	GheUnG00580											
OG0035122	GheUnG00590											
OG0035123	GheUnG00600											
OG0035124	GheUnG00610											
OG0035125	GheUnG00620											
OG0035126	GheUnG00630											
OG0035127	GheUnG00640											
OG0035128	GheUnG00650											
OG0035129	GheUnG00670											
OG0035130	GheUnG00680											
OG0035131	GheUnG00690											
OG0035132	GheUnG00700											
OG0035133	GheUnG00710											
OG0035134	GheUnG00850											
OG0035135	GheUnG01090											
OG0035136	GheUnG01210											
OG0035137	GheUnG01220											
OG0035138	GheUnG01230											
OG0035139	GheUnG01240											
OG0035140	GheUnG01250											
OG0035141	GheUnG01260											
OG0035142	GheUnG01270											
OG0035143	GheUnG01280											
OG0035144	GheUnG01290											
OG0035145	GheUnG01300											
OG0035146	GheUnG01310											
OG0035147	GheUnG01320											
OG0035148	GheUnG01330											
OG0035149	GheUnG01340											
OG0035150	GheUnG01350											
OG0035151	GheUnG01360											
OG0035152	GheUnG01370											
OG0035153	GheUnG01380											
OG0035154	GheUnG01390											
OG0035155	GheUnG01400											
OG0035156	GheUnG01410											
OG0035157	GheUnG01420											
OG0035158	GheUnG01430											
OG0035159	GheUnG01440											
OG0035160	GheUnG01450											
OG0035161	GheUnG01460											
OG0035162	GheUnG01470											
OG0035163	GheUnG01480											
OG0035164	GheUnG01490											
OG0035165	GheUnG01510											
OG0035166	GheUnG01520											
OG0035167	GheUnG01530											
OG0035168	GheUnG01540											
OG0035169	GheUnG01550											
OG0035170	GheUnG01560											
OG0035171	GheUnG01570											
OG0035172	GheUnG01580											
OG0035173	GheUnG01590											
OG0035174	GheUnG01600											
OG0035175	GheUnG01610											
OG0035176	GheUnG01620											
OG0035177	GheUnG01630											
OG0035178	GheUnG01640											
OG0035179	GheUnG01650											
OG0035180	GheUnG01730											
OG0035181	GheUnG01740											
OG0035182	GheUnG01810											
OG0035183	GheUnG01820											
OG0035184	GheUnG01830											
OG0035185	GheUnG01840											
OG0035186	GheUnG01850											
OG0035187	GheUnG01860											
OG0035188	GheUnG01870											
OG0035189	GheUnG01880											
OG0035190	GheUnG01890											
OG0035191	GheUnG01900											
OG0035192	GheUnG01910											
OG0035193	GheUnG01920											
OG0035194	GheUnG01930											
OG0035195	GheUnG01940											
OG0035196	GheUnG01950											
OG0035197	GheUnG01960											
OG0035198	GheUnG01970											
OG0035199	GheUnG01980											
OG0035200	GheUnG02000											
OG0035201	GheUnG02010											
OG0035202	GheUnG02020											
OG0035203	GheUnG02030											
OG0035204	GheUnG02040											
OG0035205	GheUnG02050											
OG0035206	GheUnG02060											
OG0035207	GheUnG02270											
OG0035208	GheUnG02350											
OG0035209	GheUnG02380											
OG0035210	GheUnG02390											
OG0035211	GheUnG02540											
OG0035212	GheUnG02880											
OG0035213	GheUnG03060											
OG0035214	GheUnG03070											
OG0035215	GheUnG03080											
OG0035216	GheUnG03090											
OG0035217	GheUnG03100											
OG0035218	GheUnG03120											
OG0035219	GheUnG03130											
OG0035220	GheUnG03140											
OG0035221	GheUnG03150											
OG0035222	GheUnG03160											
OG0035223	GheUnG03170											
OG0035224	GheUnG03220											
OG0035225	GheUnG03230											
OG0035226	GheUnG03240											
OG0035227	GheUnG03250											
OG0035228	GheUnG03260											
OG0035229	GheUnG03270											
OG0035230	GheUnG03280											
OG0035231	GheUnG03290											
OG0035232	GheUnG03300											
OG0035233	GheUnG03310											
OG0035234	GheUnG03320											
OG0035235	GheUnG03330											
OG0035236	GheUnG03340											
OG0035237	GheUnG03350											
OG0035238	GheUnG03380											
OG0035239	GheUnG03390											
OG0035240	GheUnG03400											
OG0035241	GheUnG03410											
OG0035242	GheUnG03420											
OG0035243	GheUnG03430											
OG0035244	GheUnG03440											
OG0035245	GheUnG03450											
OG0035246	GheUnG03460											
OG0035247	GheUnG03470											
OG0035248	GheUnG03480											
OG0035249	GheUnG03540											
OG0035250	GheUnG03550											
OG0035251	GheUnG03560											
OG0035252	GheUnG03570											
OG0035253	GheUnG03580											
OG0035254	GheUnG03590											
OG0035255	GheUnG03600											
OG0035256	GheUnG03610											
OG0035257	GheUnG03620											
OG0035258	GheUnG03660											
OG0035259	GheUnG03670											
OG0035260	GheUnG03680											
OG0035261	GheUnG03690											
OG0035262	GheUnG03700											
OG0035263	GheUnG03710											
OG0035264	GheUnG03720											
OG0035265	GheUnG03730											
OG0035266	GheUnG03740											
OG0035267	GheUnG03810											
OG0035268	GheUnG03820											
OG0035269	GheUnG03830											
OG0035270	GheUnG03840											
OG0035271	GheUnG03850											
OG0035272	GheUnG03860											
OG0035273	GheUnG03880											
OG0035274	GheUnG03890											
OG0035275	GheUnG03900											
OG0035276	GheUnG03910											
OG0035277	GheUnG03930											
OG0035278	GheUnG03940											
OG0035279	GheUnG03950											
OG0035280	GheUnG03960											
OG0035281	GheUnG03970											
OG0035282	GheUnG03980											
OG0035283	GheUnG03990											
OG0035284	GheUnG04000											
OG0035285	GheUnG04010											
OG0035286	GheUnG04180											
OG0035287	GheUnG04550											
OG0035288	GheUnG04660											
OG0035289	GheUnG04670											
OG0035290	GheUnG04680											
OG0035291	GheUnG04690											
OG0035292	GheUnG04700											
OG0035293	GheUnG04710											
OG0035294	GheUnG04730											
OG0035295	GheUnG04740											
OG0035296	GheUnG04750											
OG0035297	GheUnG04760											
OG0035298	GheUnG04770											
OG0035299	GheUnG04780											
OG0035300	GheUnG04790											
OG0035301	GheUnG04800											
OG0035302	GheUnG04810											
OG0035303	GheUnG04820											
OG0035304	GheUnG04830											
OG0035305	GheUnG04840											
OG0035306	GheUnG04850											
OG0035307	GheUnG04860											
OG0035308	GheUnG04870											
OG0035309	GheUnG04890											
OG0035310	GheUnG04910											
OG0035311	GheUnG04920											
OG0035312	GheUnG04930											
OG0035313	GheUnG04940											
OG0035314	GheUnG04950											
OG0035315	GheUnG04960											
OG0035316	GheUnG04970											
OG0035317	GheUnG04980											
OG0035318	GheUnG04990											
OG0035319	GheUnG05000											
OG0035320	GheUnG05010											
OG0035321	GheUnG05020											
OG0035322	GheUnG05030											
OG0035323	GheUnG05040											
OG0035324	GheUnG05050											
OG0035325	GheUnG05060											
OG0035326	GheUnG05070											
OG0035327	GheUnG05110											
OG0035328	GheUnG05120											
OG0035329	GheUnG05130											
OG0035330	GheUnG05150											
OG0035331	GheUnG05220											
OG0035332	GheUnG05230											
OG0035333	GheUnG05240											
OG0035334	GheUnG05250											
OG0035335	GheUnG05260											
OG0035336	GheUnG05270											
OG0035337	GheUnG05610											
OG0035338	GheUnG05620											
OG0035339	GheUnG05630											
OG0035340	GheUnG05640											
OG0035341	GheUnG05650											
OG0035342	GheUnG05660											
OG0035343	GheUnG05670											
OG0035344	GheUnG05680											
OG0035345	GheUnG05690											
OG0035346	GheUnG05700											
OG0035347	GheUnG05710											
OG0035348	GheUnG05720											
OG0035349	GheUnG05730											
OG0035350	GheUnG05740											
OG0035351	GheUnG05750											
OG0035352	GheUnG05760											
OG0035353	GheUnG05800											
OG0035354	GheUnG06060											
OG0035355	GheUnG06070											
OG0035356	GheUnG06140											
OG0035357	GheUnG06150											
OG0035358	GheUnG06160											
OG0035359	GheUnG06170											
OG0035360	GheUnG06180											
OG0035361	GheUnG06190											
OG0035362	GheUnG06200											
OG0035363	GheUnG06230											
OG0035364	GheUnG06240											
OG0035365	GheUnG06250											
OG0035366	GheUnG06260											
OG0035367	GheUnG06270											
OG0035368	GheUnG06440											
OG0035369	GheUnG06980											
OG0035370	GheUnG06990											
OG0035371	GheUnG07180											
OG0035372	GheUnG07350											
OG0035373	GheUnG08010											
OG0035374	GheUnG08020											
OG0035375	GheUnG08030											
OG0035376	GheUnG08040											
OG0035377	GheUnG08100											
OG0035378	GheUnG08110											
OG0035379	GheUnG08210											
OG0035380	GheUnG08220											
OG0035381	GheUnG08420											
OG0035382	GheUnG08550											
OG0035383	GheUnG08560											
OG0035384	GheUnG08570											
OG0035385	GheUnG08580											
OG0035386	GheUnG08590											
OG0035387	GheUnG08730											
OG0035388	GheUnG08740											
OG0035389	GheUnG08750											
OG0035390	GheUnG08760											
OG0035391	GheUnG08770											
OG0035392	GheUnG08900											
OG0035393	GheUnG08910											
OG0035394	GheUnG09010											
OG0035395	GheUnG09270											
OG0035396	GheUnG09280											
OG0035397	GheUnG09290											
OG0035398	GheUnG09300											
OG0035399	GheUnG09370											
OG0035400	GheUnG09400											
OG0035401	GheUnG09410											
OG0035402	GheUnG09420											
OG0035403	GheUnG09680											
OG0035404	GheUnG09690											
OG0035405	GheUnG09700											
OG0035406	GheUnG09820											
OG0035407	GheUnG10320											
OG0035408	GheUnG10380											
OG0035409	GheUnG10410											
OG0035410	GheUnG10460											
OG0035411	GheUnG10490											
OG0035412	GheUnG10610											
OG0035413	GheUnG11090											
OG0035414	GheUnG11140											
OG0035415	GheUnG11510											
OG0035416	GheUnG12120											
OG0035417	GheUnG12300											
OG0035418	GheUnG12310											
OG0035419	GheUnG12540											
OG0035420	GheUnG12700											
OG0035421	GheUnG12860											
OG0035422	GheUnG13100											
OG0035423	GheUnG13130											
OG0035424	GheUnG13260											
OG0035425	GheUnG13350											
OG0035426	GheUnG13360											
OG0035427	GheUnG13470											
OG0035428	GheUnG13690											
OG0035429	GheUnG13700											
OG0035430	GheUnG14370											
OG0035431	GheUnG14630											
OG0035432	GheUnG14790											
OG0035433	GheUnG14980											
OG0035434	GheUnG15170											
OG0035435	GheUnG15490											
OG0035436	GheUnG15500											
OG0035437	GheUnG15640											
OG0035438	GheUnG15650											
OG0035439	GheUnG16200											
OG0035440	GheUnG16640											
OG0035441	GheUnG16700											
OG0035442	GheUnG17440											
OG0035443	GheUnG17560											
OG0035444	GheUnG17800											
OG0035445	GheUnG17810											
OG0035446	GheUnG17950											
OG0035447	GheUnG18180											
OG0035448	GheUnG18190											
OG0035449	GheUnG18200											
OG0035450	GheUnG18380											
OG0035451	GheUnG18590											
OG0035452	GheUnG18770											
OG0035453	GheUnG18840											
OG0035454		evm.model.Ga01G0046										
OG0035455		evm.model.Ga01G0260										
OG0035456		evm.model.Ga01G0344										
OG0035457		evm.model.Ga01G1036										
OG0035458		evm.model.Ga01G1547										
OG0035459		evm.model.Ga01G1580										
OG0035460		evm.model.Ga01G1068										
OG0035461		evm.model.Ga01G1091										
OG0035462		evm.model.Ga01G1122										
OG0035463		evm.model.Ga01G1628										
OG0035464		evm.model.Ga01G1629										
OG0035465		evm.model.Ga01G0364										
OG0035466		evm.model.Ga01G0464										
OG0035467		evm.model.Ga01G0465										
OG0035468		evm.model.Ga01G0489										
OG0035469		evm.model.Ga01G1945										
OG0035470		evm.model.Ga01G2013										
OG0035471		evm.model.Ga01G2045										
OG0035472		evm.model.Ga01G2145										
OG0035473		evm.model.Ga01G2314										
OG0035474		evm.model.Ga01G2354										
OG0035475		evm.model.Ga01G2403										
OG0035476		evm.model.Ga01G2505										
OG0035477		evm.model.Ga01G2615										
OG0035478		evm.model.Ga01G2715										
OG0035479		evm.model.Ga01G2830										
OG0035480		evm.model.Ga01G0518										
OG0035481		evm.model.Ga01G1304										
OG0035482		evm.model.Ga01G1315										
OG0035483		evm.model.Ga01G0563										
OG0035484		evm.model.Ga01G0577										
OG0035485		evm.model.Ga01G1354										
OG0035486		evm.model.Ga01G0826										
OG0035487		evm.model.Ga01G0919										
OG0035488		evm.model.Ga01G0981										
OG0035489		evm.model.Ga01G1466										
OG0035490		evm.model.Ga02G0754										
OG0035491		evm.model.Ga02G0506										
OG0035492		evm.model.Ga02G0770										
OG0035493		evm.model.Ga02G0526										
OG0035494		evm.model.Ga02G0543										
OG0035495		evm.model.Ga02G0870										
OG0035496		evm.model.Ga02G0087										
OG0035497		evm.model.Ga02G0121										
OG0035498		evm.model.Ga02G0904										
OG0035499		evm.model.Ga02G0911										
OG0035500		evm.model.Ga02G0953										
OG0035501		evm.model.Ga02G0575										
OG0035502		evm.model.Ga02G0267										
OG0035503		evm.model.Ga02G0303										
OG0035504		evm.model.Ga02G0318										
OG0035505		evm.model.Ga02G0334										
OG0035506		evm.model.Ga02G1064										
OG0035507		evm.model.Ga02G1101										
OG0035508		evm.model.Ga02G1171										
OG0035509		evm.model.Ga02G1388										
OG0035510		evm.model.Ga02G1427										
OG0035511		evm.model.Ga02G1471										
OG0035512		evm.model.Ga02G1548										
OG0035513		evm.model.Ga02G1695										
